Finding ID,Severity,Rule ID,Title,Version,Vulnerability Discussion,Check Content,Fix Text,False Positives,False Negatives,Mitigations,Documentable
V-253493,MEDIUM,SV-253493r958472_rule,"The ""Deny log on as a service"" user right on Windows 11 domain-joined workstations must be configured to prevent access from highly privileged domain accounts.",WN11-UR-000080,"Inappropriate granting of user rights can provide system, administrative, and other high-level capabilities.

The ""Deny log on as a service"" right defines accounts that are denied log on as a service.

In an Active Directory Domain, denying logons to the Enterprise Admins and Domain Admins groups on lower trust systems helps mitigate the risk of privilege escalation from credential theft attacks which could lead to the compromise of an entire domain.

Incorrect configurations could prevent services from starting and result in a DoS.","This requirement is applicable to domain-joined systems, for standalone systems this is NA.

Verify the effective setting in Local Group Policy Editor.
Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If the following groups or accounts are not defined for the ""Deny log on as a service"" right , this is a finding:

Domain Systems Only:
Enterprise Admins Group
Domain Admins Group","This requirement is applicable to domain-joined systems, for standalone systems this is NA.

Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Deny log on as a service"" to include the following:

Domain Systems Only:
Enterprise Admins Group
Domain Admins Group",,,,FALSE
V-253494,MEDIUM,SV-253494r958472_rule,"The ""Deny log on locally"" user right on workstations must be configured to prevent access from highly privileged domain accounts on domain systems and unauthenticated access on all systems.",WN11-UR-000085,"Inappropriate granting of user rights can provide system, administrative, and other high-level capabilities.

The ""Deny log on locally"" right defines accounts that are prevented from logging on interactively.

In an Active Directory Domain, denying logons to the Enterprise Admins and Domain Admins groups on lower trust systems helps mitigate the risk of privilege escalation from credential theft attacks, which could lead to the compromise of an entire domain.

The Guests group must be assigned this right to prevent unauthenticated access.","Verify the effective setting in Local Group Policy Editor.

Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If the following groups or accounts are not defined for the ""Deny log on locally"" right, this is a finding.

Domain Systems Only:
Enterprise Admins Group
Domain Admins Group

Privileged Access Workstations (PAWs) dedicated to the management of Active Directory are exempt from denying the Enterprise Admins and Domain Admins groups. (See the Windows Privileged Access Workstation STIG for PAW requirements.)

All Systems:
Guests Group","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Deny log on locally"" to include the following:

Domain Systems Only:
Enterprise Admins Group
Domain Admins Group

Privileged Access Workstations (PAWs) dedicated to the management of Active Directory are exempt from denying the Enterprise Admins and Domain Admins groups. (See the Windows Privileged Access Workstation STIG for PAW requirements.)

All Systems:
Guests Group",,,,FALSE
V-253495,MEDIUM,SV-253495r958472_rule,"The ""Deny log on through Remote Desktop Services"" user right on Windows 11 workstations must be configured to prevent access from highly privileged domain accounts and local accounts on domain systems and unauthenticated access on all systems.",WN11-UR-000090,"Inappropriate granting of user rights can provide system, administrative, and other high-level capabilities.

The ""Deny log on through Remote Desktop Services"" right defines the accounts that are prevented from logging on using Remote Desktop Services.

If Remote Desktop Services is not used by the organization, the Everyone group must be assigned this right to prevent all access.

In an Active Directory Domain, denying logons to the Enterprise Admins and Domain Admins groups on lower trust systems helps mitigate the risk of privilege escalation from credential theft attacks, which could lead to the compromise of an entire domain.

Local accounts on domain-joined systems must also be assigned this right to decrease the risk of lateral movement resulting from credential theft attacks.

The Guests group must be assigned this right to prevent unauthenticated access.","Verify the effective setting in Local Group Policy Editor.

Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If the following groups or accounts are not defined for the ""Deny log on through Remote Desktop Services"" right, this is a finding:

If Remote Desktop Services is not used by the organization, the ""Everyone"" group can replace all of the groups listed below.

Domain Systems Only:
Enterprise Admins group
Domain Admins group
Local account (see Note below)

All Systems:
Guests group

Privileged Access Workstations (PAWs) dedicated to the management of Active Directory are exempt from denying the Enterprise Admins and Domain Admins groups. (See the Windows Privileged Access Workstation STIG for PAW requirements.)

Note: ""Local account"" is a built-in security group used to assign user rights and permissions to all local accounts.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Deny log on through Remote Desktop Services"" to include the following:

If Remote Desktop Services is not used by the organization, assign the Everyone group this right to prevent all access.

Domain Systems Only:
Enterprise Admins group
Domain Admins group
Local account (see Note below)

All Systems:
Guests group

Privileged Access Workstations (PAWs) dedicated to the management of Active Directory are exempt from denying the Enterprise Admins and Domain Admins groups. (See the Windows Privileged Access Workstation STIG for PAW requirements.)

Note: ""Local account"" is a built-in security group used to assign user rights and permissions to all local accounts.",,,,FALSE
V-253496,MEDIUM,SV-253496r958726_rule,"The ""Enable computer and user accounts to be trusted for delegation"" user right must not be assigned to any groups or accounts.",WN11-UR-000095,"Inappropriate granting of user rights can provide system, administrative, and other high-level capabilities.

The ""Enable computer and user accounts to be trusted for delegation"" user right allows the ""Trusted for Delegation"" setting to be changed. This could potentially allow unauthorized users to impersonate other users.","Verify the effective setting in Local Group Policy Editor.
Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If any groups or accounts are granted the ""Enable computer and user accounts to be trusted for delegation"" user right, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Enable computer and user accounts to be trusted for delegation"" to be defined but containing no entries (blank).",,,,FALSE
V-253497,MEDIUM,SV-253497r958726_rule,"The ""Force shutdown from a remote system"" user right must only be assigned to the Administrators group.",WN11-UR-000100,"Inappropriate granting of user rights can provide system, administrative, and other high-level capabilities.

Accounts with the ""Force shutdown from a remote system"" user right can remotely shut down a system which could result in a DoS.","Verify the effective setting in Local Group Policy Editor.
Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If any groups or accounts other than the following are granted the ""Force shutdown from a remote system"" user right, this is a finding:

Administrators","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Force shutdown from a remote system"" to only include the following groups or accounts:

Administrators",,,,FALSE
V-253498,MEDIUM,SV-253498r958726_rule,"The ""Impersonate a client after authentication"" user right must only be assigned to Administrators, Service, Local Service, and Network Service.",WN11-UR-000110,"Inappropriate granting of user rights can provide system, administrative, and other high-level capabilities.

The ""Impersonate a client after authentication"" user right allows a program to impersonate another user or account to run on their behalf. An attacker could potentially use this to elevate privileges.","Verify the effective setting in Local Group Policy Editor.
Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If any groups or accounts other than the following are granted the ""Impersonate a client after authentication"" user right, this is a finding:

Administrators
LOCAL SERVICE
NETWORK SERVICE
SERVICE","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Impersonate a client after authentication"" to only include the following groups or accounts:

Administrators
LOCAL SERVICE
NETWORK SERVICE
SERVICE",,,,FALSE
V-253499,MEDIUM,SV-253499r958726_rule,"The ""Load and unload device drivers"" user right must only be assigned to the Administrators group.",WN11-UR-000120,"Inappropriate granting of user rights can provide system, administrative, and other high-level capabilities.

The ""Load and unload device drivers"" user right allows device drivers to dynamically be loaded on a system by a user. This could potentially be used to install malicious code by an attacker.","Verify the effective setting in Local Group Policy Editor.
Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If any groups or accounts other than the following are granted the ""Load and unload device drivers"" user right, this is a finding:

Administrators","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Load and unload device drivers"" to only include the following groups or accounts:

Administrators",,,,FALSE
V-253500,MEDIUM,SV-253500r958726_rule,"The ""Lock pages in memory"" user right must not be assigned to any groups or accounts.",WN11-UR-000125,"Inappropriate granting of user rights can provide system, administrative, and other high-level capabilities.

The ""Lock pages in memory"" user right allows physical memory to be assigned to processes, which could cause performance issues or a DoS.","Verify the effective setting in Local Group Policy Editor.
Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If any groups or accounts are granted the ""Lock pages in memory"" user right, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Lock pages in memory"" to be defined but containing no entries (blank).",,,,FALSE
V-253501,MEDIUM,SV-253501r958434_rule,"The ""Manage auditing and security log"" user right must only be assigned to the Administrators group.",WN11-UR-000130,"Inappropriate granting of user rights can provide system, administrative, and other high-level capabilities.

Accounts with the ""Manage auditing and security log"" user right can manage the security log and change auditing configurations. This could be used to clear evidence of tampering.

Satisfies: SRG-OS-000057-GPOS-00027, SRG-OS-000063-GPOS-00032","Verify the effective setting in Local Group Policy Editor.
Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If any groups or accounts other than the following are granted the ""Manage auditing and security log"" user right, this is a finding:

Administrators

If the organization has an ""Auditors"" group the assignment of this group to the user right would not be a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Manage auditing and security log"" to only include the following groups or accounts:

Administrators",,,,FALSE
V-253502,MEDIUM,SV-253502r958726_rule,"The ""Modify firmware environment values"" user right must only be assigned to the Administrators group.",WN11-UR-000140,"Inappropriate granting of user rights can provide system, administrative, and other high-level capabilities.

Accounts with the ""Modify firmware environment values"" user right can change hardware configuration environment variables. This could result in hardware failures or a DoS.","Verify the effective setting in Local Group Policy Editor.
Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If any groups or accounts other than the following are granted the ""Modify firmware environment values"" user right, this is a finding:

Administrators","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Modify firmware environment values"" to only include the following groups or accounts:

Administrators",,,,FALSE
V-253503,MEDIUM,SV-253503r958726_rule,"The ""Perform volume maintenance tasks"" user right must only be assigned to the Administrators group.",WN11-UR-000145,"Inappropriate granting of user rights can provide system, administrative, and other high-level capabilities.

Accounts with the ""Perform volume maintenance tasks"" user right can manage volume and disk configurations. They could potentially delete volumes, resulting in data loss or a DoS.","Verify the effective setting in Local Group Policy Editor.
Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If any groups or accounts other than the following are granted the ""Perform volume maintenance tasks"" user right, this is a finding:

Administrators","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Perform volume maintenance tasks"" to only include the following groups or accounts:

Administrators",,,,FALSE
V-253504,MEDIUM,SV-253504r958726_rule,"The ""Profile single process"" user right must only be assigned to the Administrators group.",WN11-UR-000150,"Inappropriate granting of user rights can provide system, administrative, and other high-level capabilities.

Accounts with the ""Profile single process"" user right can monitor non-system processes performance. An attacker could potentially use this to identify processes to attack.","Verify the effective setting in Local Group Policy Editor.
Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If any groups or accounts other than the following are granted the ""Profile single process"" user right, this is a finding:

Administrators","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Profile single process"" to only include the following groups or accounts:

Administrators",,,,FALSE
V-253505,MEDIUM,SV-253505r958726_rule,"The ""Restore files and directories"" user right must only be assigned to the Administrators group.",WN11-UR-000160,"Inappropriate granting of user rights can provide system, administrative, and other high-level capabilities.

Accounts with the ""Restore files and directories"" user right can circumvent file and directory permissions and could allow access to sensitive data. It could also be used to over-write more current data.","Verify the effective setting in Local Group Policy Editor.
Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If any groups or accounts other than the following are granted the ""Restore files and directories"" user right, this is a finding:

Administrators","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Restore files and directories"" to only include the following groups or accounts:

Administrators",,,,FALSE
V-253506,MEDIUM,SV-253506r958726_rule,"The ""Take ownership of files or other objects"" user right must only be assigned to the Administrators group.",WN11-UR-000165,"Inappropriate granting of user rights can provide system, administrative, and other high-level capabilities.

Accounts with the ""Take ownership of files or other objects"" user right can take ownership of objects and make changes.","Verify the effective setting in Local Group Policy Editor.
Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If any groups or accounts other than the following are granted the ""Take ownership of files or other objects"" user right, this is a finding:

Administrators","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Take ownership of files or other objects"" to only include the following groups or accounts:

Administrators",,,,FALSE
V-256893,MEDIUM,SV-256893r958552_rule,Internet Explorer must be disabled for Windows 11.,WN11-CC-000391,Internet Explorer 11 (IE11) is not supported on Windows 11 semi-annual channel.,"Determine if IE11 is installed or enabled on Windows 11 semi-annual channel.

If IE11 is installed or not disabled on Windows 11 semi-annual channel, this is a finding.

If IE11 is installed on an unsupported operating system and is enabled or installed, this is a finding.

For more information, visit: https://learn.microsoft.com/en-us/lifecycle/faq/internet-explorer-microsoft-edge#what-is-the-lifecycle-policy-for-internet-explorer-","For Windows 11 semi-annual channel, remove or disable the IE11 application. 

To disable IE11 as a standalone browser:

Set the policy value for ""Computer Configuration/Administrative Templates/Windows Components/Internet Explorer/Disable Internet Explorer 11 as a standalone browser"" to ""Enabled"" with the option value set to ""Never"".",,,,FALSE
V-257592,MEDIUM,SV-257592r991589_rule,Windows 11 must not have portproxy enabled or in use.,WN11-00-000395,Having portproxy enabled or configured in Windows 10 could allow a man-in-the-middle attack.,"Check the registry key for existence of proxied ports:
HKLM\SYSTEM\CurrentControlSet\Services\PortProxy\.

If the key contains v4tov4\tcp\ or is populated v4tov4\tcp\, this is a finding.

Run ""netsh interface portproxy show all"".

If the command displays any results, this is a finding.","Contact the Administrator to run ""netsh interface portproxy delete"" with elevation. Remove any enabled portproxies that may be configured.",,,,FALSE
V-257770,MEDIUM,SV-257770r958412_rule,Windows 11 must have command line process auditing events enabled for failures.,WN11-AU-000585,"When this policy setting is enabled, the operating system generates audit events when a process fails to start and the name of the program or user that created it.

These audit events can assist in understanding how a computer is being used and tracking user activity.","Ensure Audit Process Creation auditing has been enabled: 

Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policy >> Detailed Tracking >> Audit Process Creation. 

If ""Audit Process Creation"" is not set to ""Failure"", this is a finding.","Go to Computer Configuration >> Windows Settings >>Security Settings>> Advanced Audit Policy Configuration >> System Audit Policies >> Detailed Tracking >> Set ""Audit Process Creation"" to ""Failure"".",,,,FALSE
V-268317,MEDIUM,SV-268317r1016371_rule,Copilot in Windows must be disabled for Windows 11,WN11-00-000125,"Some features may communicate with the vendor, sending system information or downloading data or components for the feature. Turning off this capability will prevent potentially sensitive information from being sent outside the enterprise and uncontrolled updates to the system.","If the following local computer policy is not configured as specified, this is a finding:
User Configuration >> Administrative Templates >> Windows Components >> Windows Copilot >> ""Turn off Windows Copilot"" to ""Enabled”.","Configure the policy value for User Configuration >> Administrative Templates >> Windows Components >> Windows Copilot >> ""Turn off Windows Copilot"" to ""Enabled"".",,,,FALSE
V-268318,MEDIUM,SV-268318r1081062_rule,Windows 11 systems must use either Group Policy or an approved Mobile Device Management (MDM) product to enforce STIG compliance.,WN11-CC-000063,"Without Windows 11 systems being managed, devices could be rogue and become targets of an attacker.","Verify the Windows 11 system is receiving policy from either group Policy or an MDM with the following steps:

From a command line or PowerShell:

gpresult /R
OS Configuration: Member Workstation

If the system is not being managed by GPO, ask the administrator to indicate which MDM is managing the device.

If the Window 11 system is not receiving policy from either group Policy or an MDM, this is a finding.                      

This is NA for standalone, nondomain joined systems.",Configure the Windows 11 system to use either Group Policy or an approved MDM product to enforce STIG compliance.,,,,FALSE
V-253268,LOW,SV-253268r1051039_rule,Unused accounts must be disabled or removed from the system after 35 days of inactivity.,WN11-00-000065,"Outdated or unused accounts provide penetration points that may go undetected. Inactive accounts must be deleted if no longer necessary or, if still required, disable until needed.

Satisfies: SRG-OS-000468-GPOS-00212, SRG-OS-000118-GPOS-00060","Run ""PowerShell"".
Copy the lines below to the PowerShell window and enter.

""([ADSI]('WinNT://{0}' -f $env:COMPUTERNAME)).Children | Where { $_.SchemaClassName -eq 'user' } | ForEach {
  $user = ([ADSI]$_.Path)
  $lastLogin = $user.Properties.LastLogin.Value
  $enabled = ($user.Properties.UserFlags.Value -band 0x2) -ne 0x2
  if ($lastLogin -eq $null) {
   $lastLogin = 'Never'
  }
  Write-Host $user.Name $lastLogin $enabled 
}""

This will return a list of local accounts with the account name, last logon, and if the account is enabled (True/False).
For example: User1 10/31/2015 5:49:56 AM True

Review the list to determine the finding validity for each account reported.

Exclude the following accounts:
Built-in administrator account (Disabled, SID ending in 500)
Built-in guest account (Disabled, SID ending in 501)
Built-in DefaultAccount (Disabled, SID ending in 503)
Local administrator account

If any enabled accounts have not been logged on to within the past 35 days, this is a finding.

Inactive accounts that have been reviewed and deemed to be required must be documented with the information system security officer (ISSO).",Review local accounts and verify their necessity. Disable or delete any active accounts that have not been used in the last 35 days.,,,,FALSE
V-253272,LOW,SV-253272r991589_rule,Standard local user accounts must not exist on a system in a domain.,WN11-00-000085,"To minimize potential points of attack, local user accounts, other than built-in accounts and local administrator accounts, must not exist on a workstation in a domain. Users must log on to workstations in a domain with their domain accounts.","Run ""Computer Management"".
Navigate to System Tools >> Local Users and Groups >> Users.

If local users other than the accounts listed below exist on a workstation in a domain, this is a finding. 

For standalone or nondomain-joined systems, this is Not Applicable.

Built-in Administrator account (Disabled)
Built-in Guest account (Disabled)
Built-in DefaultAccount (Disabled)
Built-in defaultuser0 (Disabled)
Built-in WDAGUtilityAccount (Disabled)
Local administrator account(s)

All of the built-in accounts may not exist on a system, depending on the Windows 11 version.",Limit local user accounts on domain-joined systems. Remove any unauthorized local accounts.,,,,FALSE
V-253296,LOW,SV-253296r1051041_rule,The Windows 11 time service must synchronize with an appropriate DOD time source.,WN11-00-000260,"The Windows Time Service controls time synchronization settings. Time synchronization is essential for authentication and auditing purposes. If the Windows Time Service is used, it must synchronize with a secure, authorized time source. Domain-joined systems are automatically configured to synchronize with domain controllers. If an NTP server is configured, it must synchronize with a secure, authorized time source.","Review the Windows time service configuration.

Open an elevated ""Command Prompt"" (run as administrator).

Enter ""W32tm /query /configuration"".

Domain-joined systems (excluding the domain controller with the PDC emulator role):

If the value for ""Type"" under ""NTP Client"" is not ""NT5DS"", this is a finding.","Configure the system to synchronize time with an appropriate DOD time source.

Domain-joined systems use NT5DS to synchronize time from other systems in the domain by default.

If the system needs to be configured to an NTP server, configure the system to point to an authorized time server by setting the policy value for Computer Configuration >> Administrative Templates >> System >> Windows Time Service >> Time Providers >> ""Configure Windows NTP Client"" to ""Enabled"", and configure the ""NtpServer"" field to point to an appropriate DOD time server.

The US Naval Observatory operates stratum 1 time servers, identified at https://www.cnmoc.usff.navy.mil/Our-Commands/United-States-Naval-Observatory/Precise-Time-Department/Network-Time-Protocol-NTP/. Time synchronization will occur through a hierarchy of time servers down to the local level. Clients and lower-level servers will synchronize with an authorized time server in the hierarchy.",,,,FALSE
V-253355,LOW,SV-253355r991589_rule,The system must be configured to prevent Internet Control Message Protocol (ICMP) redirects from overriding Open Shortest Path First (OSPF) generated routes.,WN11-CC-000030,"Allowing ICMP redirect of routes can lead to traffic not being routed properly.  When disabled, this forces ICMP to be routed via shortest path first.","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Services\Tcpip\Parameters\

Value Name: EnableICMPRedirect

Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration >> Administrative Templates >> MSS (Legacy) >> ""MSS: (EnableICMPRedirect) Allow ICMP redirects to override OSPF generated routes"" to ""Disabled"".

This policy setting requires the installation of the MSS-Legacy custom templates included with the STIG package. ""MSS-Legacy.admx"" and ""MSS-Legacy.adml"" must be copied to the \Windows\PolicyDefinitions and \Windows\PolicyDefinitions\en-US directories respectively.",,,,FALSE
V-253356,LOW,SV-253356r958902_rule,The system must be configured to ignore NetBIOS name release requests except from WINS servers.,WN11-CC-000035,"Configuring the system to ignore name release requests, except from WINS servers, prevents a denial of service (DoS) attack. The DoS consists of sending a NetBIOS name release request to the server for each entry in the server's cache, causing a response delay in the normal operation of the servers WINS resolution capability.","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Services\Netbt\Parameters\

Value Name: NoNameReleaseOnDemand

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> MSS (Legacy) >> ""MSS: (NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests except from WINS servers"" to ""Enabled"".

This policy setting requires the installation of the MSS-Legacy custom templates included with the STIG package. ""MSS-Legacy.admx"" and ""MSS-Legacy.adml"" must be copied to the \Windows\PolicyDefinitions and \Windows\PolicyDefinitions\en-US directories respectively.",,,,FALSE
V-253384,LOW,SV-253384r991589_rule,The setting to allow Microsoft accounts to be optional for modern style apps must be enabled.,WN11-CC-000170,"Control of credentials and the system must be maintained within the enterprise. Enabling this setting allows enterprise credentials to be used with modern style apps that support this, instead of Microsoft accounts.","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\

Value Name: MSAOptional

Value Type: REG_DWORD
Value: 0x00000001 (1)","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> App Runtime >> ""Allow Microsoft accounts to be optional"" to ""Enabled"".",,,,FALSE
V-253385,LOW,SV-253385r958478_rule,The Application Compatibility Program Inventory must be prevented from collecting data and sending the information to Microsoft.,WN11-CC-000175,"Some features may communicate with the vendor, sending system information or downloading data or components for the feature. Turning off this capability will prevent potentially sensitive information from being sent outside the enterprise and uncontrolled updates to the system. This setting will prevent the Program Inventory from collecting data about a system and sending the information to Microsoft.","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\AppCompat\

Value Name: DisableInventory

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Application Compatibility >> ""Turn off Inventory Collector"" to ""Enabled"".",,,,FALSE
V-253390,LOW,SV-253390r958478_rule,Microsoft consumer experiences must be turned off.,WN11-CC-000197,"Microsoft consumer experiences provides suggestions and notifications to users, which may include the installation of Windows Store apps. Organizations may control the execution of applications through other means such as allowlisting. Turning off Microsoft consumer experiences will help prevent the unwanted installation of suggested applications.","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\CloudContent\

Value Name: DisableWindowsConsumerFeatures

Type: REG_DWORD
Value: 0x00000001 (1)","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Cloud Content >> ""Turn off Microsoft consumer experiences"" to ""Enabled"".",,,,FALSE
V-253394,LOW,SV-253394r991589_rule,Windows Update must not obtain updates from other PCs on the internet.,WN11-CC-000206,"Windows 11 allows Windows Update to obtain updates from additional sources instead of Microsoft. In addition to Microsoft, updates can be obtained from and sent to PCs on the local network as well as on the Internet. This is part of the Windows Update trusted process, however to minimize outside exposure, obtaining updates from or sending to systems on the internet must be prevented.","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization\

Value Name: DODownloadMode

Value Type: REG_DWORD
Value: 0x00000000 (0) - No peering (HTTP Only)
0x00000001 (1) - Peers on same NAT only (LAN)
0x00000002 (2) - Local Network / Private group peering (Group)
0x00000063 (99) - Simple download mode, no peering (Simple)
0x00000064 (100) - Bypass mode, Delivery Optimization not used (Bypass)

A value of 0x00000003 (3), Internet, is a finding.

Standalone systems (configured in Settings):
If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\DeliveryOptimization\Config\

Value Name: DODownloadMode

Value Type: REG_DWORD
Value: 0x00000000 (0) - Off
0x00000001 (1) - LAN","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Delivery Optimization >> ""Download Mode"" to ""Enabled"" with any option except ""Internet"" selected.

Acceptable selections include:
Bypass (100)
Group (2)
HTTP only (0)
LAN (1)
Simple (99)

.",,,,FALSE
V-253397,LOW,SV-253397r958902_rule,File Explorer heap termination on corruption must be disabled.,WN11-CC-000220,Legacy plug-in applications may continue to function when a File Explorer session has become corrupt. Disabling this feature will prevent this.,"The default behavior is for File Explorer heap termination on corruption to be enabled.

If it exists and is configured with a value of ""1"", this is a finding.

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\Explorer\

Value Name: NoHeapTerminationOnCorruption

Value Type: REG_DWORD
Value: 0x00000000 (0) (or if the Value Name does not exist)","The default behavior is for File Explorer heap termination on corruption to be enabled.

To correct this, configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> File Explorer >> ""Turn off heap termination on corruption"" to ""Not Configured"" or ""Disabled"".",,,,FALSE
V-253425,LOW,SV-253425r958478_rule,Windows 11 must be configured to prevent users from receiving suggestions for third-party or additional applications.,WN11-CC-000390,Windows spotlight features may suggest apps and content from third-party software publishers in addition to Microsoft apps and content.,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_CURRENT_USER
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\CloudContent\

Value Name: DisableThirdPartySuggestions

Type: REG_DWORD
Value: 0x00000001 (1)","Configure the policy value for User Configuration >> Administrative Templates. >> Windows Components >> Cloud Content >> ""Do not suggest third-party content in Windows spotlight"" to ""Enabled"".",,,,FALSE
V-253441,LOW,SV-253441r991589_rule,The computer account password must not be prevented from being reset.,WN11-SO-000050,Computer account passwords are changed automatically on a regular basis. Disabling automatic password changes can make the system more vulnerable to malicious access. Frequent password changes can be a significant safeguard for the system. A new password for the computer account will be generated every 30 days.,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Services\Netlogon\Parameters\

Value Name: DisablePasswordChange

Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Domain member: Disable machine account password changes"" to ""Disabled"".",,,,FALSE
